id,title,description,availability,condition,price,sale_price,link,image_link,brand,product_type
PS_52237,"Cargador Inalámbrico Belkin Wireless 15W Qi para iPhone, Samsung Galaxy, Pixel y AirPods","Carga tus dispositivos de forma rápida y segura con el Belkin Wireless Charging Pad 15W. Compatible con iPhone 16/15/14/13, Samsung Galaxy, Google Pixel y AirPods con tecnología Qi. Diseño compacto y cable incluido.",in stock,new,3500.00 DOP,2500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/06/516jqyMLxL._AC_SL1500_.jpg,JeiperdStore,Accesorios
PS_53414,Cargador Anker Prime 67W GaN de Pared – Carga Rápida con 3 Puertos USB,"Cargador Anker Prime 67W GaN con 3 puertos de carga rápida. Diseño compacto y plegable, ideal para cargar simultáneamente iPhone, Samsung, tablets.",in stock,new,6000.00 DOP,4700.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/06/Rectangle8-1-scaled.png,JeiperdStore,Accesorios de Celulares/Tabletas
PS_25661,"Cargador Portátil Sendem De Carga Rapida y 10,000mAh 22.5W Con Enchufe Integrado y Cable USB-C","Cargador Portátil Sendem de 10,000 mAh con carga rápida de 22.5W, enchufe integrado, cable USB-C incorporado y pantalla LED.",in stock,new,4500.00 DOP,3000.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/06/cargador-sendem.png,JeiperdStore,Accesorios
PS_14129,Micrófono Inalámbrico (F11-2) 3 en 1 con Cancelación de Ruido,"Micrófono inalámbrico F11-2 3 en 1 con cancelación de ruido, doble transmisor y amplia compatibilidad con Android, iPhone, cámaras y laptops.",in stock,new,4500.00 DOP,3500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/06/61kXUTQnP2L._SL1440_.jpg,JeiperdStore,Accesorios
PS_62137,Audífonos Gamer KOTION GS400 Ultra Inalámbricos,"Audífonos Gamer Kotion Each GS400 Ultra inalámbricos con luces LED RGB, micrófono integrado y conexión USB. Sonido envolvente, comodidad superior.",in stock,new,5000.00 DOP,4000.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/06/92ie-1.png,JeiperdStore,Accesorios
PS_46911,Cargador Portátil Anker 15W 20000mAh – Carga Rápida y Energía Para Todo el Día,"Cargador Portátil Anker 20000mAh con carga rápida de 15W, pantalla digital y capacidad para cargar hasta 3 dispositivos simultáneamente.",in stock,new,5500.00 DOP,4500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/74ea3e0f-322c-4ec4-adf9-122af280c025.77d8707a1c2ba7ae96827e57eb695c0b.jpg,JeiperdStore,Accesorios
id151193,Audífonos Inalambricos Bluetooth TOZO Open EarRing – Comodidad Y Durabilidad,"Audífonos Inalambricos Bluetooth TOZO Open EarRing con diseño abierto tipo clip, sonido inalámbrico cómodo y seguro, batería de larga duración.",in stock,new,5500.00 DOP,4000.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/s-l400.jpg,JeiperdStore,Accesorios
PS_78846,Estación De Carga Portátil Arkpax Core 300W – Batería LiFePO4 192Wh Con Carga Rápida,"Estación de carga portátil con batería LiFePO4 de larga duración, más de 3000 ciclos de carga y hasta 80% de retención de capacidad. Potencia confiable.",in stock,new,20500.00 DOP,15500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/61I4rEWTGlL._AC_SL1461_.jpg,JeiperdStore,Accesorios
PS_42562,Cepillo Eléctrico Sokany Limpieza 8 En 1 Recargable Con Pantalla LED,"Cepillo Eléctrico Sokany Limpieza 8 en 1 recargable con pantalla LED, batería 2000mAh, resistencia IPX7, mango extensible y hasta 100 min de uso continuo.",in stock,new,4500.00 DOP,3000.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/qq.png,JeiperdStore,Accesorios
PS_94985,"Cargador Portátil Anker PowerCore Nano 10,000 mah 30W Con Cable USB-C Integrado","Cargador Portátil Anker PowerCore Nano 10,000 mah 30W Con Cable USB-C Integrado",in stock,new,6500.00 DOP,5200.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/51dF9o-edkL._AC_SL1500_.jpg,JeiperdStore,Accesorios
PS_55717,Abanico De Torre DREO 36″ c/ Control Remoto (DWTF14),"Abanico de torre de 36″ con control remoto, oscilación de 90° y velocidad de aire hasta 27 ft/s. Diseño silencioso y compacto ideal para habitaciones.",in stock,new,9500.00 DOP,8500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/Dreo.png,JeiperdStore,Hogar
PS_16281,"Carrito Plegable Portátil 100L 330lbs – Resistente, Compacto y Fácil de Transportar","Carrito Plegable Portátil 100L 330lbs – Resistente, Compacto y Fácil de Transportar",in stock,new,7500.00 DOP,6500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/61aRoDctY3L._AC_SL1500_.jpg,JeiperdStore,Accesorios
PS_47913,Disco Duro Externo WD_BLACK P10 5TB USB 3.0,Disco Duro Externo WD_BLACK P10 5TB USB 3.0,in stock,new,17500.00 DOP,15500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/61LoKFsOnVL._AC_SL1500_.jpg,JeiperdStore,Accesorios
PS_12336,Panel Solar USB-C Para Cámaras y Dispositivos Electrónicos,"Panel solar USB-C portátil ideal para cámaras de seguridad, estaciones de carga y celulares. Proporciona carga solar eficiente, diseño compacto y energía continua para uso exterior.",in stock,new,3000.00 DOP,2200.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/2323232.png,JeiperdStore,Accesorios
PS_46133,Disco Duro Externo WD My Book 4TB USB 3.0,"Disco duro externo de escritorio 4TB con conexión USB 3.0, protección por contraseña y soporte para copias de seguridad. Ideal para almacenar fotos, videos.",in stock,new,17500.00 DOP,14500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/61-MO0y8vPL._AC_SL1500_.jpg,JeiperdStore,Accesorios
PS_76211,Plancha Alisadora Profesional REVLON Placas Cerámicas 2” De Calentamiento Rápido (RVST2182),"Plancha alisadora Profesional REVLON Placas Cerámicas de 2 pulgadas con calentamiento rápido y placas cerámicas para un cabello más liso, suave y brillante.",in stock,new,5000.00 DOP,3500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/61MgSMetqEL._SL1500_.jpg,JeiperdStore,Accesorios
PS_19177,Plancha De Cabello Profesional Remington Shine Therapy 2” (S9531),Plancha Remington Shine Therapy de 2 pulgadas con placas cerámicas infusionadas con aceite de argán y keratina. Reduce el frizz y deja el cabello.,in stock,new,7000.00 DOP,5000.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/71ba-dkYuYL._SL1500_.jpg,JeiperdStore,Accesorios
PS_33935,Lámpara LED RGB Portátil Para Fotos y Videos,"Lámpara LED RGB portátil ideal para fotografía, streaming y videos. Con brillo ajustable, efectos de colores RGB, temperatura de color.",in stock,new,3200.00 DOP,2200.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/full_image-1.png,JeiperdStore,Accesorios
PS_93453,Convertidor De Vehículo 12v a 110v 150W,"Inversor de corriente para automóvil 150W con salida AC 110V y puertos USB PD 25W + QC 3.0. Ideal para laptops, celulares, camping, viajes y carga rápida.",in stock,new,3500.00 DOP,2400.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/61xm8zBhlHL._AC_SL1500_.jpg,JeiperdStore,Accesorios
PS_92185,Mochila Inteligente Multifuncional Mosiso Para Laptop y Viajes 18.4”,"Mochila Mosiso para laptop de hasta 18.4”, con múltiples compartimentos, diseño resistente y amplio espacio de almacenamiento. Ideal para trabajo",in stock,new,7000.00 DOP,6000.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/7888.png,JeiperdStore,Accesorios
PS_84377,Disco Duro Externo WD Elements 5TB USB 3.0,"Disco Duro Externo WD Elements 5TB USB 3.0 con gran capacidad de almacenamiento, transferencia rápida y diseño compacto ideal para respaldos.",in stock,new,18000.00 DOP,15500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/4ee13e9f-23df-42e2-a647-f952c2c7da02.png,JeiperdStore,Accesorios
PS_88646,Termo Térmico Deportivo SO EASY 750ml,"Termo térmico SO EASY de 750ml con diseño moderno, tapa antiderrames y conservación de bebidas frías o calientes. Ideal para gimnasio.",in stock,new,2500.00 DOP,1650.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/IMG_8214-1.png,JeiperdStore,Cocina
PS_87722,Bocina Inteligente Alexa Echo Pop Kids Disney Princess,"Echo Pop Kids Disney Princess con Alexa para niños, incluye 6 meses de Amazon Kids+, controles parentales, música, cuentos, rutinas educativas.",in stock,new,6800.00 DOP,5500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/parlante-smart-amazon-echo-pop-kids-disney-princess-parlante-smart-amazon-echo-pop-kids-disney-princess.jpg,JeiperdStore,Accesorios
PS_73844,"Cargador Portátil Sendem 50000mAh con Carga Rápida 22.5W, Pantalla LED y Linterna","Cargador Portátil Sendem 50000mAh con carga rápida de 22.5W, pantalla LED digital y linterna integrada. Gran capacidad para múltiples recargas.",in stock,new,6000.00 DOP,4500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/06/WhatsApp-Image-2026-06-02-at-3.34.png,JeiperdStore,Accesorios
PS_31779,"Cargador Portátil Mophie 5,000 mAh USB C/USB A","Cargador portátil de 5000mAh con conexión USB-C, compacto y ligero. Ofrece carga segura y eficiente, incluye cable y es ideal para uso diario y viajes.",in stock,new,3000.00 DOP,2200.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/mophie.png,JeiperdStore,Accesorios
PS_79377,Cable Thunderbolt 4 USB-C a USB-C 1M 100W (40Gbps),Cable Thunderbolt 4 USB-C de 1 metro con velocidad de hasta 40Gbps y carga de hasta 100W. Ideal para transferencia rápida de datos.,in stock,new,6500.00 DOP,4900.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/thunderbolt-4.png,JeiperdStore,Accesorios
PS_43351,Cable Thunderbolt 5 USB-C a USB-C 1M 240W (120Gbps),"Cable Thunderbolt 5 USB-C de 1 metro con hasta 120Gbps y carga de 240W. Ideal para transferencia ultrarrápida, video en alta resolución.",in stock,new,7500.00 DOP,6500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/455555.png,JeiperdStore,Accesorios
PS_22386,Cargador Jumper De Batería Portátil NACKEO 5000A 12V Con Carga Rápida 12000mAh,"Cargador Jumper De Batería Portátil NACKEO 5000A 12V con power bank de 12000mAh, carga rápida y linterna LED. Ideal para arrancar vehículos en emergencias.",in stock,new,7000.00 DOP,5000.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/imgi_121_cbd5baa6-ee8a-405b-96b7-2fa0431a7dda.f200ea97b890e3c46180f0822fdc4b1e.jpg,JeiperdStore,Accesorios
PS_58159,Cargador Para Dash Cam o Cámara de Vehículo USB Tipo C 12V/24V 2A,"Cargador Para Dash Cam con conexión a cigarrera 12V/24V y cable USB Tipo C integrado. Ideal para cargar smartphones, tablets y otros dispositivos.",in stock,new,3000.00 DOP,2200.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/05/qik.png,JeiperdStore,Accesorios
PS_61696,Gancho Magnético X68 Con Rotación De 360° Aspiracion Al Vacio,"Gancho Magnético X68 de auto ajustable y universal, con sujeción firme y diseño compacto. Ideal para conducción segura, navegación GPS.",in stock,new,1750.00 DOP,1450.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/qwertty1.jpg,JeiperdStore,Accesorios
PS_36358,Bomba De Vacío Para Bolsas De Almacenamiento,"Bomba De Vacío Para Bolsas De Almacenamiento con succión de 60KPa y batería recargable. Compacto, potente y fácil de usar, ideal para comprimir ropa y ahorrar.",in stock,new,2500.00 DOP,1800.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/WhatsApp-Image-2026-05-02-at-4.39.00-PM.jpeg,JeiperdStore,Accesorios
PS_77197,Reloj Inteligente Q80 Con Memoria De 2GB+64GB y Pantalla HD de 1.95”,"Reloj Inteligente Q80 con pantalla HD de 1.95”, memoria 2+64GB, GPS, cámara y WIFI. Permite descargar apps y realizar videollamadas.",in stock,new,9500.00 DOP,7500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/qwatch.png,JeiperdStore,Accesorios
PS_27695,Taser De Defensa Personal Tipo 800,"Taser de defensa personal tipo 800 con 2.8 millones de voltios, diseño compacto y batería recargable. Ideal para protección personal.",in stock,new,2500.00 DOP,1450.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/800-type-38-million-volt-rechargeable-stun-gun-559016.jpg,JeiperdStore,Accesorios
PS_71791,Audífonos Inalámbricos G500-TWS,"Audífonos inalámbricos G500-TWS con Bluetooth, sonido claro, micrófono integrado y estuche de carga. Diseño cómodo y conexión.",in stock,new,3200.00 DOP,2500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/imgi_78_110.jpg,JeiperdStore,Accesorios
PS_46657,GPS Tracker Cargador De Vehiculo Con Monitoreo En Tiempo Real y Carga USB,"GPS Tracker Cargador con rastreo en tiempo real 24/7, alertas de movimiento, monitoreo de voz y puertos USB. Diseño compacto y fácil instalación.",in stock,new,6000.00 DOP,5000.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/41-3jyiJsSL._SL1000_.jpg,JeiperdStore,Accesorios
PS_32441,Convertidor Smart TV Roku Express HD,"Roku Streaming Stick con streaming HD, control por voz y diseño compacto sin cables. Accede a miles de apps y más de 500 canales gratis con instalación.",in stock,new,5200.00 DOP,4000.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/Streaming_Stick-PDP-carousel-device_retail_box-780x600-1.png,JeiperdStore,Accesorios
PS_59374,Protector De Puertas Aislante Práctico Y Eficiente,"Protector De Puertas Aislante fácil de instalar sin herramientas, ajustable y recortable. Bloquea aire, polvo, insectos y ruido, mejorando el aislamiento.",in stock,new,1100.00 DOP,650.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/IMG_7522.png,JeiperdStore,Cocina
PS_82949,Deshumidificador Portátil De Alta Eficiencia PSOS 98oz,"Deshumidificador Portátil De Alta Eficiencia PSOS 98oz cobertura de hasta 1000 ft². Funcionamiento silencioso, pantalla de humedad, apagado automático.",in stock,new,10500.00 DOP,8500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/610TTJRuSL._AC_SL1500_.jpg,JeiperdStore,Cocina
PS_96863,"Control De Asistencia Biométrico Con Huella, Rostro y Palma","Control De Asistencia Biométrico de acceso con reconocimiento facial, huella y palma. Conectividad TCP/IP, WiFi y USB, gestión de asistencia.",in stock,new,12500.00 DOP,10500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/Control-de-acceso.png,JeiperdStore,Variedad
PS_33929,"Cargador Jumper De Batería Portátil Y Cargador Portatil 12V YA100 21,800mAh","Cargador Jumper De Batería Portátil Y Cargador Portatil 12V YA100 21,800mAh, salidas USB y DC, ideal para emergencias y arranca vehículos de forma rápida.",in stock,new,10500.00 DOP,8000.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/12.png,JeiperdStore,Accesorios
PS_85372,Extintor Para Breaker Automático,"Extintor de incendios por aerosol térmico con activación automática. Ideal para proteger equipos eléctricos, vehículos y espacios cerrados de forma segura.",in stock,new,2800.00 DOP,1650.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/H2e88459c60954590aab8d1a4f315bc85L.jpg,JeiperdStore,Hogar
PS_19417,Cámara Instantánea Termica 1080P HD – Incluye 4 Rollos Y Juegos,Cámara Instantánea Termica 1080P HD – Incluye 4 Rollos Y Juegos,in stock,new,6500.00 DOP,4200.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/imgi_2_74e73948-f273-4412-97b5-183bf2eba3f8.png,JeiperdStore,Accesorios
PS_83299,Cargador Jumper De Batería Portátil Sharmeal 5000A 12V Carga Rápida,"Cargador Jumper De Batería Sharmeal 5000A para vehículos 12V. Función power bank, linterna LED y múltiples protecciones de seguridad.",in stock,new,6800.00 DOP,5000.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/nanana.png,JeiperdStore,Accesorios
PS_16117,Gancho Ajustable Para Tablet Con Brazo Articulado,"Gancho Ajustable Para Tablet con brazo articulado y base de succión. Diseño ergonómico, resistente y compatible con múltiples dispositivos.",in stock,new,3200.00 DOP,2100.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/STAND-Para-ipad.png,JeiperdStore,Accesorios
PS_38313,Medidor De Presión Digital Preciso Con Estuche Portátil,Medidor De Presión Digital de muñeca con medición precisa de presión arterial y pulso. Incluye indicador de movimiento y estuche portátil para uso cómodo.,in stock,new,3800.00 DOP,2400.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/Medidor.png,JeiperdStore,Accesorios
PS_53787,Mini Cámara De Acción 4K Ultra Compacta Con WiFi y Accesorios,"Mini cámara de acción 4K ultracompacta con WiFi, resistente al agua hasta 30m y múltiples accesorios. Ligera, portátil y perfecta para deportes.",in stock,new,7000.00 DOP,5000.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/71uiWVZNZQL._AC_SL1500_.jpg,JeiperdStore,Accesorios
PS_28932,Cafetera Portátil Espresso 3 en 1 con Batería Recargable,"Cafetera portátil espresso 3 en 1 con 20 bar de presión, tanque de 80ml y carga USB-C. Compatible con cápsulas y café molido, ideal para viajes.",in stock,new,4800.00 DOP,3500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/512Npo4FGSL._AC_SL1000_.jpg,JeiperdStore,Accesorios
PS_63636,Caja De Bloqueo De Llaves Master Lock Con Combinación De 4 Dígitos,"Caja De Bloqueo De Llaves con combinación de 4 dígitos, resistente y segura. Ideal para interior y exterior, permite guardar varias llaves con fácil acceso.",in stock,new,5800.00 DOP,4500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/51OzZo7MOfL._AC_SL1000_.jpg,JeiperdStore,Hogar
PS_56213,Router WiFi Exterior 4G LTE De Alta Potencia Con Antenas y PoE,"Router WiFi exterior 4G LTE con hasta 150Mbps, cobertura amplia y protección IP67. Soporta hasta 64 dispositivos y ofrece conexión.",in stock,new,7000.00 DOP,5500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/51-gY97C6OL._AC_SL1500_.jpg,JeiperdStore,Domótica
PS_94639,Cover ShockProof 360° Para Lenovo Idea Tab 11&#8243; / Tab M11 / K11,"Cover ShockProof para Lenovo Idea Tab 11” / Tab M11 / K11 con protección 360°, soporte giratorio, correa de mano y hombro.",in stock,new,5200.00 DOP,4200.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/71SVl8AUiaL._AC_SL1500_.jpg,JeiperdStore,Accesorios
PS_86356,Cover ShockProof Para Samsung Galaxy Tab S10/S9 10.9” / 11”,"Cover ShockProof para Samsung Galaxy Tab 10.9” y 11” con protección 360°, soporte giratorio, correa de mano y hombro. Resistente, segura.",in stock,new,5000.00 DOP,4200.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/716pZEGhukL._AC_SL1500_.jpg,JeiperdStore,Accesorios
PS_63649,Lentes / Gafas Inteligentes Con Cámara 8MP Traducción En Tiempo Real y Asistente AI,"Lentes / Gafas Inteligentes 8MP, traducción en tiempo real y asistente AI. Diseño ligero, control por voz y hasta 7 horas de batería Ideales para uso.",in stock,new,6800.00 DOP,5500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/upscalemedia-transformed.jpeg,JeiperdStore,Accesorios
PS_35584,Detector De Metales Manual De Alta Precisión Super Scanner,"Detector de metales manual de alta precisión con alerta sonora y visual, ajuste automático y fácil uso. Ideal para seguridad en eventos.",in stock,new,3200.00 DOP,2200.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/Detector.png,JeiperdStore,Accesorios
PS_78561,Pistola De Burbujas Para Niños Automática y Diseño Divertido,"Pistola De Burbujas Eléctrica para niños con diseño divertido, generación automática y fácil uso. Ideal para fiestas, regalos y juegos al aire libre.",in stock,new,1150.00 DOP,700.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/Pistola.png,JeiperdStore,Accesorios
PS_37372,Memoria USB Tearmos 512GB Lightning y USB-C,"Memoria USB Tearmos de 512GB con conectores Lightning y USB-C. Amplía el almacenamiento de tu iPhone, iPad, Android o PC y transfiere fotos.",in stock,new,8000.00 DOP,7000.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/06/D_NQ_NP_600561-CBT98310795274_112025-O.webp,JeiperdStore,Accesorios
PS_62584,Laptop HP Empresarial (14”) (8GB RAM) (128GB eMMC) (Intel Celeron N4500) (Copilot AI) (Windows 11),"Laptop HP empresarial de 14” con Intel Celeron N4500, 8GB RAM y 128GB eMMC. Incluye Windows 11, Copilot AI y múltiples puertos.",in stock,new,27500.00 DOP,24500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/51T-GaAEDL._AC_SL1246_.jpg,JeiperdStore,Variedad
PS_52523,Monitor Portátil Arzopa Series S 15.6” FHD 1080P Pantalla IPS Ultra Delgada Plug &amp; Play,"Monitor portátil Arzopa 15.6” Full HD 1080P con pantalla IPS, diseño ultra delgado y funda protectora incluida. Compatible con laptops, consolas y más.",in stock,new,13500.00 DOP,10500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/71NHEnB1L._AC_SL1500_-1.jpg,JeiperdStore,Accesorios
PS_33237,Cámara Sport Con Pantalla Dual 4K 60fps De 24MP HD 4k WIFI C/ Mic Externo Touch,"Cámara Sport Con Pantalla Dual con pantalla dual, WiFi, estabilización y sumergible hasta 40m. Incluye 32GB y soporte para micrófono externo.",in stock,new,8000.00 DOP,6500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/713OlW6MrLL._AC_SL1500_.jpg,JeiperdStore,Accesorios
PS_11164,Proyector Portátil Bluetooth ZOAYBU Con Pantalla – Full HD 1080P,"Proyector portátil ZOAYBU Full HD 1080P con Bluetooth, enfoque eléctrico y pantalla incluida. Compatible con HDMI, USB, PC, consolas y celular.",in stock,new,16000.00 DOP,13500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/819qnTIlxqL._AC_SL1500_.jpg,JeiperdStore,Hogar
PS_96293,Grabadora De Voz Digital Olympus VN-541PC,"Grabadora digital Olympus VN-541PC de 4GB con grabación fácil de un toque, reducción de ruido y hasta 1570 horas de almacenamiento. Ideal para clases.",in stock,new,8000.00 DOP,6500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/Olympus-VN-541PC-Digital-Voice-Recorder-with-4GB-Memory-V405281BU000_0a0ede6a-38f3-4eed-b66b-e63cecf4e890.636dcc4606d841006388092e973e722c.jpg,JeiperdStore,Accesorios
PS_91721,Repetidor WiFi PIX LINK De 4 Antenas 2.4GHz 300Mbps,"Repetidor WiFi PIX LINK de 300Mbps con modo router, AP y WISP. Amplía la señal, elimina zonas muertas y mejora tu conexión en casa u oficina.",in stock,new,3000.00 DOP,2200.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/04/Hd330e1a5475d4708a873ce947b9f63cbn.jpg,JeiperdStore,Hogar
PS_71469,Medidor Láser 120m / 393ft de Alta Precisión,"Medidor láser ACEGMET 120m con alta precisión, pantalla LCD retroiluminada y múltiples modos de medición. Ideal para trabajos profesionales y uso doméstico.",in stock,new,5800.00 DOP,4500.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/03/71cGUiT4nnL._AC_SL1500_.jpg,JeiperdStore,Accesorios
PS_27565,Bocina Inalambrica Bluetooth 8” LED y Función Karaoke,"Medidor láser 120m con alta precisión, pantalla LCD retroiluminada y múltiples modos de medición. Ideal para trabajos profesionales y uso doméstico.",in stock,new,5500.00 DOP,4200.00 DOP,https://jeiperdsolutions-glitch.github.io/jeiperdshop/,https://portatilshoprd.com/wp-content/uploads/2026/03/ChatGPT-Image-Mar-31-2026-02_20_07-PM-1.png,JeiperdStore,Bocinas Inalámbricas
